ignition_type,fuel_type,body_type,kilometers_driven,transmission,owner_no,owner,manufacturer,model,model_year,central_variant_id,variant_name,price,priceActual,priceSaving,priceFixedText,trendingText,heading,car_links,features,registration_year,insurance,Fuel_type,kms_driven,rto,ownership,engine_displacement,Transmission,year_of_manufacture,engine,max_power,torque,wheel_size,seats,color,engine_type,displacement,engine_max_power,engine_max_torque,no_of_cylinders,values_per_cylinder,fuel_suppy_system,turbo_charger,length,width,height,wheel_base,kerb_weight,gear_box,drive_type,steering_type,seating_capacity,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_of_doors,cargo_volumn,City
0,Petrol,Hatchback,"44,150",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10 Nios,2019,7094,Asta,₹ 6.12 Lakh,₹ 6.25 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Grand-I10-Nios-Asta-cars-Kolkata_4e8049cd-a261-46a0-9979-e1fa3e6fa815.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Oct 2019,Third Party,Petrol,"44,150 Kms",WB02,Second Owner,1197 cc,Manual,2019.0,1197 CC,81.86bhp,113.8nm,15,5,Blue,1.2 Kappa petrol,1197,81.86bhp@6000rpm,113.8nm@4000rpm,4.0,4.0,,No,3805mm,1680,1520,2450,1060,5-Speed,,Electric,5,Disc,Drum,"Tubeless, Radial",15,5,,Kolkata
0,Petrol,Hatchback,"60,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2010,8988,1.2 Magna Opt,₹ 1.89 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Hyundai-I20-1.2-Magna-Opt-cars-Kolkata_ca219786-c6fc-4d9f-826a-ac1af4819fad.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",2010,Third Party insurance,Petrol,"60,000 Kms",,First Owner,1197 cc,Manual,2010.0,1197 CC,80 PS at 5200 rpm,"11.4 kgm at 4,000 rpm",14,5,Others,In-Line Engine,1197,80 PS at 5200 rpm,"11.4 kgm at 4,000 rpm",4.0,4.0,MPFI,No,3940 mm,1710 mm,1505 mm,"2,525 mm",1120,5 Speed,FWD,Power,5,Disc,Drum,"Tubeless,Radial",14,5,295 Lit,Kolkata
0,Petrol,SUV,"25,009",Automatic,1,1st Owner,Hyundai,Hyundai Creta,2018,6432,1.6 SX Automatic,₹ 9.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Hyundai-Creta-1.6-Sx-Automatic-cars-Kolkata_0e56d257-7413-476e-beb3-2454620496ad.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Oct 2018,Comprehensive,Petrol,"25,009 Kms",WB20,First Owner,1591 cc,Automatic,2018.0,1591 CC,121.3bhp,151NM,17,5,Grey,VTVT Petrol Engine,1591,121.3bhp@6400rpm,151NM@4850rpm,4.0,4.0,MPFi,No,4270mm,1780mm,1665mm,2590mm,1300,6 Speed,FWD,Power,5,Disc,Drum,Tubeless,17,5,400,Kolkata
0,Petrol,Hatchback,"46,469",Manual,1,1st Owner,Maruti,Maruti Swift,2020,10403,VXI,₹ 5.34 Lakh,₹ 5.48 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Maruti-Swift-Vxi-cars-Kolkata_e10a0169-5156-4135-a7af-ccb99b66420c.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Sept 2020,Zero Dep,Petrol,"46,469 Kms",WB06,First Owner,1197 cc,Manual,2020.0,1197 CC,88.50bhp,113Nm,,5,Silver,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,3845mm,1735,1530,2450,875-905,5-Speed,,Electric,5,Disc,Drum,"Radial, Tubeless",,5,268,Kolkata
0,Petrol,SUV,"45,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,2018,8179,1.6 VTVT SX Plus,₹ 8 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Hyundai-Creta-1.6-Vtvt-Sx-Plus-cars-Kolkata_e8741317-0eec-44ce-8465-cfe9be493179.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",May 2018,Third Party insurance,Petrol,"45,000 Kms",WB02,First Owner,1591 cc,Manual,2018.0,1591 CC,121.3bhp,151Nm,17,5,White,VTVT Petrol Engine,1591,121.3bhp@6400rpm,151Nm@4850rpm,4.0,4.0,MPFi,No,4270mm,1780mm,1630mm,2590mm,1280,6 Speed,FWD,Power,5,Disc,Drum,Tubeless,17,5,400-litres,Kolkata
0,Petrol,Sedan,"31,577",Manual,1,1st Owner,Hyundai,Hyundai Verna,2020,7731,SX Opt,₹ 9.83 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Verna-Sx-Opt-cars-Kolkata_6c15474f-06c0-4409-987c-004982b6dac4.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Jun 2020,Third Party,Petrol,"31,577 Kms",WB02,First Owner,1497 cc,Manual,2020.0,1497 CC,113.18bhp,143.8Nm,16,5,Black,1.5 l MPi petrol,1497,113.18bhp@6300rpm,143.8Nm@4500rpm,4.0,4.0,MPi,,4440mm,1729mm,1475mm,2600mm,1200,6 Speed,,Electric,5,Disc,Drum,"Tubeless, Radial",16,4,,Kolkata
0,Petrol,Hatchback,"56,005",Automatic,1,1st Owner,Maruti,Maruti Celerio,2014,3982,VXI AT,₹ 2.81 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Maruti-Celerio-Vxi-At-cars-Kolkata_1289cb09-e9af-40c8-8b17-6f8f9f7e0364.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Jun 2014,Comprehensive,Petrol,"56,005 Kms",WB08,First Owner,998 cc,Automatic,2014.0,998 CC,67.04bhp,90Nm,,5,Red,K10B Engine,998,67.04bhp@6000rpm,90Nm@3500rpm,3.0,4.0,MPFi,No,3715mm,1635mm,1565mm,2425mm,840kg,5 Speed ,FWD,Power,5,Ventilated Disc,Drum,"Tubeless, Radial",,5,235-litres,Kolkata
0,Petrol,Hatchback,"10,005",Manual,1,1st Owner,Maruti,Maruti Wagon R,2021,6740,VXI,₹ 5.35 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Vxi-cars-Kolkata_c7914207-9a77-4d88-a9d5-3273448a89e1.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Oct 2021,Comprehensive,Petrol,"10,005 Kms",WB96,First Owner,998 cc,Manual,2021.0,998 CC,67.05bhp,90Nm,,5,Brown,K10B Petrol Engine,998,67.05bhp@5500rpm,90Nm@3500rpm,3.0,4.0,MPFI,No,3655 mm,1620 mm,1675 mm,2435 mm,805-825kg,5 Speed,FWD,Power,5,Disc,Drum,"Tubeless Tyres, Radial",,5,341 Litres,Kolkata
0,Petrol,Hatchback,"41,163",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2017,5607,1.2 Kappa Asta,₹ 4.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Grand-I10-1.2-Kappa-Asta-cars-Kolkata_e11e23d4-8c60-4378-9874-2c11820b71fe.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Mar 2017,Comprehensive,Petrol,"41,163 Kms",WB06,First Owner,1197 cc,Manual,2017.0,1197 CC,81.86bhp,113.75nm,14,5,Red,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,MPFI,No,3765mm,1660mm,1520mm,2425mm,1060,5 Speed,FWD,Power,5,Disc,Drum,Tubeless,14,5,256,Kolkata
0,Diesel,Sedan,"17,839",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz E-Class,2020,7579,Exclusive E 220d,₹ 53 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Mercedes-benz-E-class-Exclusive-E-220d-cars-Kolkata_484fbb56-ed1d-4852-8433-450130266b67.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Dec 2020,Comprehensive,Diesel,"17,839 Kms",WB92,First Owner,1950 cc,Automatic,2020.0,1950 CC,191.7bhp,400Nm,17,5,Grey,CDI In-line Engine,1950,191.7bhp@3800rpm,400Nm@1600-2800rpm,4.0,4.0,CRDI,Yes,5063mm,1860mm,1494mm,3079mm,1805,9 Speed,RWD,Electric,5,Ventilated Disc,Disc,"Tubeless,Radial",17,4,540-litres,Kolkata
0,Petrol,Sedan,"3,800",Manual,1,1st Owner,Toyota,Toyota Yaris,2019,7286,V,₹ 6.95 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Toyota-Yaris-V-cars-Kolkata_8216bc86-094c-42e9-8a2f-6c028aa3b866.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Mar 2019,Comprehensive,Petrol,"3,800 Kms",WB20,First Owner,1496 cc,Manual,2019.0,1496 CC,105.5bhp,140Nm,15,5,Red,1.5 Dual VVT-i Engine,1496,105.5bhp@6000rpm,140Nm@4200rpm,4.0,4.0,EFI,No,4425mm,1730mm,1495mm,2550mm,1105kg,6 Speed,FWD,Power,5,Disc,Disc,"Tubless, Radial",15,4,476,Kolkata
0,Petrol,Hatchback,"34,124",Manual,1,1st Owner,Maruti,Maruti Wagon R,2018,6740,VXI,₹ 3.95 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Vxi-cars-Kolkata_1ead2728-81e3-429c-9f9d-b196b0c2bdfe.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Feb 2018,Comprehensive,Petrol,"34,124 Kms",WB08,First Owner,998 cc,Manual,2018.0,998 CC,67.05bhp,90Nm,,5,Blue,K10B Petrol Engine,998,67.05bhp@5500rpm,90Nm@3500rpm,3.0,4.0,MPFI,No,3655 mm,1620 mm,1675 mm,2435 mm,805-825kg,5 Speed,FWD,Power,5,Disc,Drum,"Tubeless Tyres, Radial",,5,341 Litres,Kolkata
0,Diesel,Hatchback,"50,000",Manual,2,2nd Owner,Hyundai,Hyundai i20,2012,1636,1.4 CRDi Magna,₹ 2 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Hyundai-I20-1.4-Crdi-Magna-cars-Kolkata_25d8f518-bd62-4e89-bef4-41732afd457e.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Rear, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",2012,Third Party insurance,Diesel,"50,000 Kms",WB06,Second Owner,1396 cc,Manual,2012.0,1396 CC,90PS at 4000rpm,22.4 kgm at 1750-2750rpm,14,5,Others,Diesel,1396,90PS at 4000rpm,22.4 kgm at 1750-2750rpm,4.0,4.0,CRDI,No,3940 mm,1710 mm,1505 mm,2525 mm,1120,5-Speed,,Power,5,Disc,Disc,"Tubeless,Radial",14,5,,Kolkata
0,Petrol,Sedan,"48,168",Manual,1,1st Owner,Honda,Honda City,2018,5628,i-VTEC VX,₹ 7.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Honda-City-I-vtec-Vx-cars-Kolkata_499c52e2-b614-4df0-b093-5b142bd47de9.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Mar 2018,Comprehensive,Petrol,"48,168 Kms",WB02,First Owner,1497 cc,Manual,2018.0,1497 CC,117.6bhp,145Nm,16,5,Maroon,i VTEC Engine,1497,117.6bhp@6600rpm,145Nm@4600rpm,4.0,4.0,PGM-Fi,No,4440mm,1695mm,1495mm,2600mm,1084kg,5 Speed,FWD,Power,5,Ventilated Disc,Drum,"Tubeless,Radial",16,4,510,Kolkata
0,Diesel,MUV,"20,000",Manual,3,3rd Owner,Mahindra,Mahindra Marazzo,2019,6572,M2 8Str BSIV,₹ 9.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Mahindra-Marazzo-M2-8str-Bsiv-cars-Kolkata_929c9af1-43df-4453-b072-2ac835bcafc5.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",2019,Third Party insurance,Diesel,"20,000 Kms",,Third Owner,1497 cc,Manual,2019.0,1497 CC,121bhp,300Nm,,8,Others,D15 1.5 Liter Diesel Engine,1497,121bhp@3500rpm,300Nm@1750-2500rpm,4.0,4.0,CRDi,Yes,4585 mm,1866 mm,1774 mm,2760 mm,1650 kgs,6 Speed,FWD,Power,8,Disc,Disc,"Tubless, Radial",,5,190,Kolkata
0,Petrol,Sedan,"56,357",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2018,6857,LXI,₹ 4.80 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Maruti-Swift-Dzire-Lxi-cars-Kolkata_098e7468-655f-456e-91ea-ec0624779abf.htm,,Mar 2018,Third Party insurance,Petrol,"56,357 Kms",WB26,First Owner,1197 cc,Manual,2018.0,1197 CC,85.8bhp,114Nm,14,5,White,K Series VVT Engine,1197,85.8bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,3995mm,1695mm,1555mm,2430mm,970,5 Speed,FWD,Power,5,Ventilated Disc,Drum,"Tubeless,Radial",14,4,320 liters,Kolkata
0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2010,4224,VXi,₹ 2.45 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Vxi-cars-Kolkata_33e62494-cbad-4580-affe-0e77f94a5dfc.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Centeral Locking, Power Door Locks, Cd Player",2010,Third Party insurance,Petrol,"60,000 Kms",WB06,First Owner,1298 cc,Manual,2010.0,1298 CC,85.8bhp,114Nm,14,5,Blue,In-Line Engine,1298,85.8bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,4160mm,1690mm,1530mm,2390mm,1025kg,5 Speed,2 WD,Power,5,Ventilated Disc,Drum,"Tubeless,Radial",14,4,464 litres,Kolkata
0,Petrol,Hatchback,"10,585",Manual,1,1st Owner,Maruti,Maruti Baleno,2022,6777,Delta,₹ 7.19 Lakh,₹ 7.33 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Maruti-Baleno-Delta-cars-Kolkata_2879206e-af42-4d7c-98cb-6b220d87a4fa.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Jul 2022,Comprehensive,Petrol,"10,585 Kms",WB26,First Owner,1197 cc,Manual,2022.0,1197 CC,81.80bhp,113Nm,,5,Blue,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFI,No,3995mm,1745mm,1510mm,2520mm,865-890,5 Speed,FWD,Electric,5,Disc,Drum,"Tubeless,Radial",,5,339-litres,Kolkata
0,Petrol,Sedan,"50,000",Automatic,2,2nd Owner,Honda,Honda Civic,2012,1305,1.8 V AT Elegance,₹ 3.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Honda-Civic-1.8-V-At-Elegance-cars-Kolkata_0d45ca8c-abf9-4b91-85a4-fa2c1cc148c0.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",2012,Third Party insurance,Petrol,"50,000 Kms",TN01,Second Owner,1799 cc,Automatic,2012.0,1799 CC,132 ,17.5 ,15,5,Others,In-Line Engine,1799,"132 @ 6,300 (PS@rpm)","17.5 @ 4,300 (kgm@rpm)",4.0,4.0,PGM-FI (Programmed Fuel Inject,No,4545mm,1750mm,1450mm,2700mm,1210kg,5 Speed,FWD,Power,5,Ventilated Disc,Disc,"Tubeless,Radial",15,4,405 litres,Kolkata
0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2010,4224,VXi,₹ 2.45 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Vxi-cars-Kolkata_2a1c5554-2a2d-4fc8-804c-1a6037b5e5b4.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Centeral Locking, Power Door Locks, Cd Player",2010,Third Party insurance,Petrol,"60,000 Kms",WB06,First Owner,1298 cc,Manual,2010.0,1298 CC,85.8bhp,114Nm,14,5,Blue,In-Line Engine,1298,85.8bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,4160mm,1690mm,1530mm,2390mm,1025kg,5 Speed,2 WD,Power,5,Ventilated Disc,Drum,"Tubeless,Radial",14,4,464 litres,Kolkata
0,Petrol,SUV,"17,642",Manual,1,1st Owner,Hyundai,Hyundai Creta,2020,7689,S BSVI,₹ 12.14 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Creta-S-Bsvi-cars-Kolkata_69cd9b34-688e-4fe3-b0af-7fc3a338c6be.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Jul 2020,Zero Dep,Petrol,"17,642 Kms",WB12,First Owner,1497 cc,Manual,2020.0,1497 CC,113.18bhp,143.8Nm,,5,White,1.5 L MPi Petrol,1497,113.18bhp@6300rpm,143.8Nm@4500rpm,4.0,4.0,MPi,No,4300mm,1790mm,1635mm,2610mm,1360,6-speed,,Power,5,Disc,Disc,"Tubeless, Radial",,5,,Kolkata
0,Diesel,Hatchback,"20,000",Manual,1,1st Owner,Tata,Tata Tiago,2018,6718,1.05 Revotorq XZ Plus DualTone,₹ 4.39 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Tata-Tiago-1.05-Revotorq-Xz-Plus-Dualtone-cars-Kolkata_0ce16cf5-f98d-4908-9429-0cb644f9b263.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",2018,Third Party insurance,Diesel,"20,000 Kms",WB02,First Owner,1047 cc,Manual,2018.0,1047 CC,69bhp,140Nm,14,5,Others,Revotorq Engine,1047,69bhp@4000rpm,140Nm@1800-3000rpm,3.0,4.0,CRDi,Yes,3746mm,1647mm,1535mm,2400mm,1080kg,5 Speed,FWD,Power,5,Disc,Drum,Tubeless,14,5,242-litres,Kolkata
0,Petrol,Hatchback,"9,157",Manual,1,1st Owner,Hyundai,Hyundai Grand i10 Nios,2021,7094,Asta,₹ 7.53 Lakh,₹ 7.62 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Grand-I10-Nios-Asta-cars-Kolkata_daa3c218-f260-4ecc-a000-0ec7c1b79bae.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Mar 2021,Third Party,Petrol,"9,157 Kms",WB08,First Owner,1197 cc,Manual,2021.0,1197 CC,81.86bhp,113.8nm,15,5,Blue,1.2 Kappa petrol,1197,81.86bhp@6000rpm,113.8nm@4000rpm,4.0,4.0,,No,3805mm,1680,1520,2450,1060,5-Speed,,Electric,5,Disc,Drum,"Tubeless, Radial",15,5,,Kolkata
0,Petrol,Sedan,"65,979",Manual,2,2nd Owner,Honda,Honda Amaze,2016,1168,S i-Vtech,₹ 3.62 Lakh,₹ 3.78 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Honda-Amaze-S-I-vtech-cars-Kolkata_2c1e23fb-1094-463e-a11f-8d0b7f8148dd.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",Jun 2016,Comprehensive,Petrol,"65,979 Kms",WB02,Second Owner,1198 cc,Manual,2016.0,1198 CC,86.7bhp,109Nm,,5,Others,i-VTEC Petrol Engine,1198,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,,No,3990mm,1680mm,1505mm,2405mm,950kg,5 Speed,FWD,Power,5,Disc,Drum,"Tubeless,Radial",,4,400-litres,Kolkata
0,Diesel,Sedan,"65,000",Manual,1,1st Owner,Skoda,Skoda Rapid,2014,3171,1.6 TDI Active Plus,₹ 3 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Skoda-Rapid-1.6-Tdi-Active-Plus-cars-Kolkata_a74ae5da-43e5-4e5b-a020-f1adb014a8c2.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Jun 2014,Third Party insurance,Diesel,"65,000 Kms",WB02,First Owner,1598 cc,Manual,2014.0,1598 CC,105bhp,250Nm,14,5,Golden,Turbocharged Diesel Engin,1598,105bhp@4400rpm,250Nm@1500-2500rpm,4.0,4.0,Direct Injection,Yes,4386mm,1699mm,1466mm,2552mm,1205kg,5 Speed,FWD,Power,5,Disc,Drum,"Tubeless,Radial",14,4,460-litres,Kolkata
0,Petrol,Hatchback,"7,940",Manual,2,2nd Owner,Datsun,Datsun RediGO,2020,5906,1.0 T Option,₹ 3.89 Lakh,₹ 3.97 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Datsun-Redigo-1.0-T-Option-cars-Kolkata_7be494d8-db6d-422f-a5a3-c2e4e358fa2d.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Jun 2020,Comprehensive,Petrol,"7,940 Kms",WB06,Second Owner,999 cc,Manual,2020.0,999 CC,67bhp,91Nm,,5,Silver,1.0L Petrol Engine,999,67bhp@5500rpm,91Nm@4250rpm,3.0,4.0,MPFi,No,3429mm,1560mm,1541mm,2348mm,750,5-Speed,2WD,Power,5,Disc,Drum,,,5,222,Kolkata
