ignition_type,fuel_type,body_type,kilometers_driven,transmission,owner_no,owner,manufacturer,model,model_year,central_variant_id,variant_name,price,priceActual,priceSaving,priceFixedText,trendingText,heading,car_links,features,registration_year,insurance,Fuel_type,kms_driven,rto,ownership,engine_displacement,Transmission,year_of_manufacture,engine,max_power,torque,wheel_size,seats,color,engine_type,displacement,engine_max_power,engine_max_torque,no_of_cylinders,values_per_cylinder,fuel_suppy_system,turbo_charger,length,width,height,wheel_base,kerb_weight,gear_box,drive_type,steering_type,seating_capacity,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_of_doors,cargo_volumn,City
0,Diesel,SUV,"59,639",Manual,1,1st Owner,Mahindra,Mahindra TUV 300,2019,6002,T10,₹ 6.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Mahindra-Tuv-300-T10-cars-Kolkata_db08f0b3-3e3c-4ec8-93f9-3ec84599d752.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Jan 2019,Comprehensive,Diesel,"59,639 Kms",WB24,First Owner,1493 cc,Manual,2019.0,1493 CC,100bhp,240Nm,15,7,Red,mHawk 100 Diesel Engine,1493,100bhp@3750rpm,240Nm@1600-2800rpm,3.0,2.0,CRDi,Yes,3995mm,1835mm,1826mm,2680mm,1650kg,5 Speed,RWD,Power,7,Disc,Drum,"Tubeless,Radials",15,5,384-litres,Kolkata
0,Petrol,Hatchback,"50,000",Manual,1,1st Owner,Maruti,Maruti Celerio,2017,3980,ZXI,₹ 3.60 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Maruti-Celerio-Zxi-cars-Kolkata_fd440a35-481b-47ad-a236-b3b1b77abf70.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",2017,Third Party insurance,Petrol,"50,000 Kms",WB06,First Owner,998 cc,Manual,2017.0,998 CC,67.04bhp,90Nm,,5,Others,K10B Engine,998,67.04bhp@6000rpm,90Nm@3500rpm,3.0,4.0,MPFi,No,3715mm,1635mm,1565mm,2425mm,835kg,5 Speed ,FWD,Power,5,Ventilated Disc,Drum,"Tubeless, Radial",,5,235-litres,Kolkata
0,Petrol,Sedan,"37,000",Automatic,1,1st Owner,Audi,Audi A6,2016,37,35 TFSI,₹ 17.95 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Audi-A6-35-Tfsi-cars-Kolkata_d2dce1a0-cb58-4f0d-b059-df323b7e7199.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Sept 2016,Comprehensive,Petrol,"37,000 Kms",WB02,First Owner,1798 cc,Automatic,2016.0,1798 CC,187.74bhp,320Nm,17,5,White,In Line Petrol Engine,1798,187.74bhp@4200-6200rpm,320Nm@1400-4100rpm,4.0,4.0,Direct Injection,Yes,4933mm,2086mm,1455mm,2912mm,1610kg,7 Speed,FWD,Power,5,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",17,4,530-litres,Kolkata
0,Petrol,Sedan,"60,000",Manual,2,2nd Owner,Renault,Renault Scala,2013,5128,RxL,₹ 2.35 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Renault-Scala-Rxl-cars-Kolkata_f4d43100-e167-40fb-8276-477535d8d3c2.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",2013,Third Party insurance,Petrol,"60,000 Kms",WB02,Second Owner,1498 cc,Manual,2013.0,1498 CC,97.6bhp,134Nm,15,5,White,XH2 Petrol Engine,1498,97.6bhp@6000rpm,134Nm@4000rpm,4.0,4.0,MPFI,No,4425mm,1695mm,1505mm,2600mm,1005kg,5 Speed,FWD,Power,5,Ventilated Disc,Drum,"Tubeless,Radial",15,4,490-litres,Kolkata
0,Petrol,Hatchback,"8,000",Manual,1,1st Owner,Hyundai,Hyundai i20 N Line,2022,8582,N6 iMT Dual Tone BSVI,₹ 9 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Hyundai-I20-N-Line-N6-Imt-Dual-Tone-Bsvi-cars-Kolkata_328f0c25-0c6b-4531-a085-327c3a70df45.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Jun 2022,Third Party insurance,Petrol,"8,000 Kms",WB26,First Owner,998 cc,Manual,2022.0,998 CC,118.41bhp,172Nm,16,5,Blue,1.0 Turbo GDI,998,118.41bhp@6000rpm,172Nm@1500-4000rpm,3.0,4.0,,Yes,3995mm,1775mm,1505mm,2580mm,1200,iMT,,Electric,5,Disc,Disc,"Tubeless,Radial",16,5,,Kolkata
0,Diesel,MUV,"31,000",Manual,1,1st Owner,Maruti,Maruti Ertiga,2017,4045,SHVS ZDI Plus,₹ 8 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-Shvs-Zdi-Plus-cars-Kolkata_9885f052-e885-49f5-8e47-108bb60ce7a8.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Apr 2017,Third Party insurance,Diesel,"31,000 Kms",WB12,First Owner,1248 cc,Manual,2017.0,1248 CC,88.5bhp,200Nm,15,7,Silver,D13A SHVS Engine,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,CRDI,Yes,4296mm,1695mm,1685mm,2740mm,1265kg,5 Speed,FWD,Power,7,Ventilated Disc,Drum,"Tubeless, Radial",15,5,135-liters,Kolkata
0,Petrol,Sedan,"44,890",Manual,1,1st Owner,Honda,Honda Amaze,2016,1168,S i-Vtech,₹ 3.57 Lakh,₹ 3.78 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Honda-Amaze-S-I-vtech-cars-Kolkata_c10f5789-e248-44cd-a8f6-abc4da68a8a8.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",Mar 2016,Comprehensive,Petrol,"44,890 Kms",WB02,First Owner,1198 cc,Manual,2016.0,1198 CC,86.7bhp,109Nm,,5,Silver,i-VTEC Petrol Engine,1198,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,,No,3990mm,1680mm,1505mm,2405mm,950kg,5 Speed,FWD,Power,5,Disc,Drum,"Tubeless,Radial",,4,400-litres,Kolkata
0,Diesel,SUV,"48,752",Manual,2,2nd Owner,Hyundai,Hyundai Creta,2017,8978,1.4 E Plus CRDi,₹ 6.20 Lakh,₹ 6.38 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Creta-1.4-E-Plus-Crdi-cars-Kolkata_a2c0ff2d-0e1f-4a24-a077-817b0d6369ea.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",May 2017,Comprehensive,Diesel,"48,752 Kms",WB18,Second Owner,1396 cc,Manual,2017.0,1396 CC,88.7bhp,219.7Nm,,5,Others,U2 CRDI Engine,1396,88.7bhp@4000rpm,219.7Nm@1500-2750rpm,4.0,4.0,CRDi,No,4270mm,1780mm,1665mm,2590mm,1240,6 Speed,FWD,Power,5,Disc,Drum,Tubeless,,5,400,Kolkata
0,Diesel,SUV,"10,000",Automatic,1,1st Owner,Tata,Tata New Safari,2022,8606,XZA Plus Gold 6 Str AT,₹ 23.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Tata-New-Safari-Xza-Plus-Gold-6-Str-At-cars-Kolkata_08aaa359-ba25-4dfe-ba17-8d8880442a82.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",2022,Third Party insurance,Diesel,"10,000 Kms",WB42,First Owner,1956 cc,Automatic,2022.0,1956 CC,167.67bhp,350nm,18,6,Others,Kryotec 2.0 L Turbocharged Engine,1956,167.67bhp@3750rpm,350nm@1750-2500rpm,4.0,4.0,,Yes,4661mm,1894mm,1786mm,2741mm,1825kg,6-Speed,,Power,6,Disc,Disc,"Tubeless, Radial",18,5,73,Kolkata
0,Petrol,SUV,"5,151",Manual,1,1st Owner,Mahindra,Mahindra KUV 100,2017,3571,mFALCON G80 K4 Plus 5str,₹ 3.72 Lakh,₹ 3.79 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Mahindra-Kuv-100-Mfalcon-G80-K4-Plus-5str-cars-Kolkata_3e2bb85f-090e-48b1-be00-fca05610247e.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",Mar 2017,Third Party,Petrol,"5,151 Kms",WB24,First Owner,1198 cc,Manual,2017.0,1198 CC,82bhp,115Nm,,5,Red,mFALCON G80 Engine,1198,82bhp@5500rpm,115Nm@3500-3600rpm,3.0,4.0,MPFI,No,3675mm,1715mm,1635mm,2385mm,1175,5 Speed,FWD,Power,5,Disc,Drum,"Tubeless,Radial",,5,243-litres,Kolkata
0,Petrol,Hatchback,"28,807",Manual,1,1st Owner,Maruti,Maruti Alto 800,2017,7073,LXI,₹ 2.75 Lakh,₹ 2.83 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Maruti-Alto-800-Lxi-cars-Kolkata_87002a51-a0a9-4b33-93b4-4c1c0e6d5e8f.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Child Safety Locks",Nov 2017,Zero Dep,Petrol,"28,807 Kms",WB02,First Owner,796 cc,Manual,2017.0,796 CC,47.33bhp,69Nm,,5,Blue,F8D Petrol Engine,796,47.33bhp@6000rpm,69Nm@3500rpm,3.0,4.0,,,3445,1515,1475,2360,755,5 Speed,,,5,Disc,Drum,Tubeless Tyres,,5,,Kolkata
0,Petrol,Hatchback,"30,000",Manual,2,2nd Owner,Hyundai,Hyundai Santro Xing,2014,1725,GL Plus,₹ 2.20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Hyundai-Santro-Xing-Gl-Plus-cars-Kolkata_e10fc613-cb76-4b54-b8bd-b7d8e85db231.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Antenna, Centeral Locking, Power Door Locks",2014,Third Party insurance,Petrol,"30,000 Kms",WB02,Second Owner,1086 cc,Manual,2014.0,1086 CC,62.1bhp,96.1Nm,13,5,Others,Petrol Engine,1086,62.1bhp@5500rpm,96.1Nm@3000rpm,3.0,4.0,MPFI,No,3565mm,1525mm,1590mm,2380mm,805,5 Speed,FWD,Power,5,Ventilated Disc,Drum,"Tubeless,Radial",13,5,,Kolkata
0,Petrol,Sedan,"20,593",Manual,1,1st Owner,Honda,Honda City,2019,5626,i-VTEC V,₹ 7.63 Lakh,₹ 7.93 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Honda-City-I-vtec-V-cars-Kolkata_ea4b233c-d2e0-4182-822e-13a8a9d938ef.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Jul 2019,Third Party,Petrol,"20,593 Kms",WB02,First Owner,1497 cc,Manual,2019.0,1497 CC,117.6bhp,145Nm,15,5,Silver,i VTEC Engine,1497,117.6bhp@6600rpm,145Nm@4600rpm,4.0,4.0,PGM-Fi,No,4440mm,1695mm,1495mm,2600mm,1061kg,5 Speed,FWD,Power,5,Ventilated Disc,Drum,"Tubeless,Radial",15,4,510,Kolkata
0,Petrol,Hatchback,"10,000",Manual,1,1st Owner,Tata,Tata Altroz,2020,6834,XZ BSVI,₹ 7.35 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Tata-Altroz-Xz-Bsvi-cars-Kolkata_ed1cfc1a-da88-4146-afec-6f2d23435f39.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",2020,Third Party insurance,Petrol,"10,000 Kms",WB20,First Owner,1199 cc,Manual,2020.0,1199 CC,86.83bhp,113Nm,16,5,Others,1.2 l Revotron,1199,86.83bhp@6000rpm,113Nm@3300rpm,3.0,4.0,,No,3990mm,1755,1523,2501,1025,5-Speed,,Electric,5,Disc,Drum,"Tubeless,Radial",16,5,345,Kolkata
0,Petrol,Sedan,"82,879",Manual,2,2nd Owner,Honda,Honda Amaze,2015,1167,EX i-Vtech,₹ 2.60 Lakh,₹ 2.84 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Honda-Amaze-Ex-I-vtech-cars-Kolkata_cdff1e6c-95f5-4d11-a867-68d5e1fc129c.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks, Radio",Apr 2015,Third Party,Petrol,"82,879 Kms",WB26,Second Owner,1198 cc,Manual,2015.0,1198 CC,86.7bhp,109Nm,,5,Others,i-VTEC Petrol Engine,1198,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,,No,3990mm,1680mm,1505mm,2405mm,940kg,5 Speed,FWD,Power,5,Disc,Drum,"Tubeless,Radial",,4,400-litres,Kolkata
0,Petrol,Sedan,"13,407",Manual,1,1st Owner,Honda,Honda City,2022,6909,V MT,₹ 10.15 Lakh,₹ 10.57 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Honda-City-V-Mt-cars-Kolkata_61754f68-e1f3-4be4-b7f7-7b27b6cc1c3b.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Feb 2022,Comprehensive,Petrol,"13,407 Kms",WB40,First Owner,1498 cc,Manual,2022.0,1498 CC,119.35bhp,145Nm,15,5,Red,Water Cooled Inline i-VTEC DOHC with VTC,1498,119.35bhp@6600rpm,145Nm@4300rpm,4.0,4.0,,,4549mm,1748mm,1489mm,2600mm,1107-1153kg,6 Speed,,Electric,5,Ventilated Disc,Drum,"Tubeless, Radial",15,4,506,Kolkata
0,Petrol,Hatchback,"1,00,000",Manual,1,1st Owner,Maruti,Maruti Ignis,2019,4105,1.2 Sigma BSIV,₹ 4.10 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Maruti-Ignis-1.2-Sigma-Bsiv-cars-Kolkata_4e35dcdf-96b6-4b7f-b69a-3cca75b88a36.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Power Door Locks",2019,Third Party insurance,Petrol,"1,00,000 Kms",WB24,First Owner,1197 cc,Manual,2019.0,1197 CC,81.80bhp,113Nm,,5,Others,1.2-Litre VVT Petrol Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFI,No,3700mm,1690mm,1595mm,2435mm,825,5 Speed,FWD,Electrical,5,Disc,Drum,"Tubeless,Radial",,5,260-litres,Kolkata
0,Diesel,MUV,"66,000",Manual,1,1st Owner,Maruti,Maruti Ertiga,2018,6703,VDI,₹ 7.91 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Maruti-Ertiga-Vdi-cars-Kolkata_75312365-7687-46fc-bb39-de48794c9c79.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Apr 2018,Comprehensive,Diesel,"66,000 Kms",WB12,First Owner,1248 cc,Manual,2018.0,1248 CC,88.50bhp,200Nm,,7,Grey,DDIS 200 Smart Hybrid,1248,88.50bhp@4000rpm,200Nm@1750rpm,4.0,4.0,CRDI,Yes,4395 mm,1735 mm,1690 mm,2740 mm,1230 Kg,5 Speed,FWD,Power,7,Ventilated Disc,Drum,"Tubeless, Radial",,5,209 litres,Kolkata
0,Diesel,MUV,"1,77,000",Manual,1,1st Owner,Toyota,Toyota Innova,2015,2277,2.5 G (Diesel) 7 Seater BS IV,₹ 7.45 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2.5-G-(diesel)-7-Seater-Bs-Iv-cars-Kolkata_d4d62ebc-7bae-4769-88e2-9856f005697b.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks",Sept 2015,Comprehensive,Diesel,"1,77,000 Kms",WB02,First Owner,2494 cc,Manual,2015.0,2494 CC,100.6bhp,200Nm,,7,Silver,2KD-FTV Diesel Engine,2494,100.6bhp@3600rpm,200Nm@1200-3600rpm,4.0,4.0,CRDi,Yes,4585mm,1760mm,1760mm,2750mm,1600kg,5 Speed,RWD,Power,7,Ventilated Disc,Drum,"Tubeless,Radial",,5,300-litres,Kolkata
0,Diesel,MUV,"21,100",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,2021,8189,2.4 G 7 STR,₹ 18.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Toyota-Innova-Crysta-2.4-G-7-Str-cars-Kolkata_9e187d05-0690-40d1-b88a-1b63ecf65352.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Speakers Front",Apr 2021,Third Party insurance,Diesel,"21,100 Kms",WB08,First Owner,2393 cc,Manual,2021.0,2393 CC,148bhp,343Nm,,7,Black,2.4L Diesel Engine,2393,148bhp@3400rpm,343Nm@1400-2800rpm,4.0,4.0,CRDi,Yes,4735,1830,1795,2750,1840,5 Speed,RWD,Power,7,Disc,Drum,"Tubeless,Radial",,5,300,Kolkata
0,Diesel,MUV,"1,20,000",Manual,1,1st Owner,Tata,Tata Sumo Victa,2005,2950,EX 10/7 Str BSII,₹ 1.10 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Tata-Sumo-Victa-Ex-10/7-Str-Bsii-cars-Kolkata_2195b2f0-9396-485c-a3e1-c116485cb221.htm,"Power Steering, Remote Fuel Lid Opener, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Wheel Covers, Centeral Locking, Power Door Locks",2005,Third Party insurance,Diesel,"1,20,000 Kms",WB34,First Owner,1948 cc,Manual,2005.0,1948 CC,68,115,15,10,Red,In-Line Engine,1948,"68@4,300 (PS@rpm)","115@2,500 (kgm@rpm)",4.0,2.0,,No,4285 mm,"1,726 mm","1,976 mm","2,400 mm",2250,5 Speed,,Power,10,Disc,Drum,Radial,15,5,,Kolkata
0,Petrol,Hatchback,"1,00,000",Manual,1,1st Owner,Hyundai,Hyundai i10,2015,1579,Sportz 1.1L,₹ 3.10 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Hyundai-I10-Sportz-1.1l-cars-Kolkata_d1f6a010-1803-4aaa-8de3-2fd7ec5e585a.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",2015,Third Party insurance,Petrol,"1,00,000 Kms",,First Owner,1086 cc,Manual,2015.0,1086 CC,68.05bhp,99.04Nm,,5,Others,IRDE2 Engine,1086,68.05bhp@5500rpm,99.04Nm@4500rpm,4.0,3.0,MPFI,No,3585mm,1595mm,1550mm,2380mm,860kg,5 Speed,FWD,Power,5,Ventilated Disc,Drum,Tubeless,,5,225-litres,Kolkata
0,Diesel,Sedan,"44,227",Automatic,1,1st Owner,BMW,BMW 6 Series,2018,6469,GT 630d Luxury Line,₹ 39 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Bmw-6-Series-Gt-630d-Luxury-Line-cars-Kolkata_91260e9f-1afa-4d7d-9da3-2c1a068a4469.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Sept 2018,Comprehensive,Diesel,"44,227 Kms",WB10,First Owner,2993 cc,Automatic,2018.0,2993 CC,261.4bhp,620Nm,18,4,White,Diesel Engine,2993,261.4bhp@4000rpm,620Nm@2000-2500rpm,6.0,4.0,CRDI,Yes,5091mm,1902mm,1538mm,3070mm,1885kg,8 Speed,FWD,Power,4,Disc,Disc,Runflat Tyres,18,4,,Kolkata
0,Diesel,SUV,"70,000",Automatic,3,3rd Owner,Toyota,Toyota Fortuner,2015,2252,4x2 AT,₹ 13.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Toyota-Fortuner-4x2-At-cars-Kolkata_a0e4807c-7aa7-4e2d-a021-3ba05e56ed89.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",2015,Third Party insurance,Diesel,"70,000 Kms",,Third Owner,2982 cc,Automatic,2015.0,2982 CC,168.5bhp,360Nm,17,7,Silver,D-4D Diesel Engine,2982,168.5bhp@3600rpm,360Nm@1400-3200rpm,4.0,4.0,CRDi,Yes,4705mm,1840mm,1850mm,2750mm,1880kg,5 Speed ,FWD,Power,7,Ventilated Disc,Drum,"Tubeless,Radial",17,5,296-litres,Kolkata
0,Petrol,SUV,"45,000",Manual,1,1st Owner,Honda,Honda WR-V,2019,5668,i-VTEC VX,₹ 6.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Honda-Wr-v-I-vtec-Vx-cars-Kolkata_6bd2cc10-27b1-413b-a9be-f7d5b2a7220c.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Mar 2019,Third Party,Petrol,"45,000 Kms",WB02,First Owner,1199 cc,Manual,2019.0,1199 CC,88.7bhp,110Nm,16,5,Green,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,MPFi,No,3999mm,1734mm,1601mm,2555mm,1103kg,5 Speed,FWD,Electric,5,Ventilated Disc,Drum,"Tubeless,Radial",16,5,363 Litres,Kolkata
0,Petrol,SUV,"50,000",Manual,1,1st Owner,Hyundai,Hyundai Alcazar,2021,8459,Signature,₹ 16 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Hyundai-Alcazar-Signature-cars-Kolkata_a92ffaa9-cc70-4a51-87fb-18b6bcbabad7.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",2021,Third Party insurance,Petrol,"50,000 Kms",WB02,First Owner,1999 cc,Manual,2021.0,1999 CC,156.9bhp,191nm,18,6,Black,2.0 l petrol MPi engine,1999,156.9bhp@6500rpm,191nm@4500rpm,4.0,4.0,Multi-point injection,No,4500mm,1790mm,1675mm,2760mm,1750,6-speed,,Power,6,Disc,Disc,"Tubeless, Radial",18,5,,Kolkata
